version_id,id,change_type
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database/databaseEvent.ts,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database/queries,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database/useDatabaseConnection.ts,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/logger,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository/databaseConnection.ts,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository/queryExecutor.ts,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository/VersionProgressRepository.ts,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/App.tsx,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/components,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/components/ErrorView.tsx,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/components/LoadingView.tsx,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/components/NodeDetailsPanel.tsx,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/components/Node.tsx,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/components/Tree.tsx,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/pages,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/interface/utils,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/main.ts,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/mod.ts,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/public,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/public/dql,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/public/export_data,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/public/index.html,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/src,CREATE
v0.1.0,file:///home/nixos/bin/src/kuzu/browse/TODO.md,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/elements,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/elements/ErrorView.tsx,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/elements/LoadingView.tsx,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/elements/NodeDetailsPanel.tsx,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/Layout.tsx,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/Page.tsx,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/presentation,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/presentation/LocationUris.tsx,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/presentation/VersionStates.tsx,CREATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/hooks,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/hooks/useLocationUriTree.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/hooks/useTreeData.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/hooks/useVersionData.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/hooks/useVersionTreeData.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/services,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/services/VersionCompletionService.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/buildLocationTree.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/buildVersionTree.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/createDatabaseData.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/createSchema.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/getLocationUrisByScheme.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/getLocationUris.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/getVersionedLocationUris.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/validation,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/usecase/validation/versionBatchValidation.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/utils,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/utils/cacheUtils.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/application/utils/versionComparator.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/build.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/CONVENTION.md,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/deno.json,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/constants,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/constants/versionFormats.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/service,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/service/locationTreeBuilder.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/service/locationUriGrouper.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/service/locationUriParser.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/service/locationUriValidator.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/service/versionParser.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/service/versionTreeBuilder.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/types.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/validation,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/validation/node,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/validation/node/locationUriValidation.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/validation/node/versionStateValidation.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/validation/semverValidator.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/validation/validationError.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/domain/validation/validationResult.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/index.html,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/index.tsx,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database/databaseEvent.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database/queries,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/database/useDatabaseConnection.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/logger,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository/databaseConnection.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository/queryExecutor.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/infrastructure/repository/VersionProgressRepository.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/App.tsx,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/components,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/components/ErrorView.tsx,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/components/LoadingView.tsx,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/components/NodeDetailsPanel.tsx,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/pages,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/utils,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/main.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/mod.ts,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/public,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/public/dql,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/public/export_data,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/public/index.html,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/src,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/TODO.md,DELETE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/elements/ErrorView.tsx,UPDATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/elements/LoadingView.tsx,UPDATE
v0.1.1,file:///home/nixos/bin/src/kuzu/browse/interface/elements/NodeDetailsPanel.tsx,UPDATE
